sepal_length,sepal_width,petal_length,petal_width
5.2483570765056164,3.075388777384876,1.5788936801741416,0.11710049890779278
4.930867849414407,3.3738064031703923,1.680392263184117,0.14398189598030306
5.323844269050346,3.397185645041969,1.9415256215876384,0.2747293605123262
5.761514928204012,3.2593168192335145,1.9269010260174513,0.2610370265433465
4.882923312638332,3.451614286500197,0.7111653160214544,0.19790984060358519
4.88293152152541,3.6212152570443616,0.9310874800424385,0.21173273833087822
5.789606407753696,4.065855770363159,1.6575176336043298,0.32776648957884247
5.383717364576454,3.5523733438495517,1.6568929754561044,0.14084286111641703
4.765262807032524,3.5772651172168293,1.657523843153024,0.2547097381170038
5.2712800217929825,3.47766622527015,3.3263657453273607,0.1797807347566106
4.768291153593768,2.9243686354102874,1.6854452553465835,0.178231879677278
4.767135123214872,3.492045837365235,1.9677828200902994,0.30987768519871906
5.120981135783017,3.518069062982308,1.877000881746601,0.282541634898803
4.043359877671101,4.238972633745586,1.7256956256528988,0.28135096360006384
4.137541083743484,3.442291710565663,1.2423653776798271,0.33054788071543295
4.718856235379514,3.5904642027000837,1.7794846102466337,0.20210038416327591
4.493584439832788,3.489586469088427,1.013587392731214,0.2681952971294964
5.157123666297637,3.1493965887141404,1.2815906966299955,0.1689733243406544
4.545987962239394,3.842846844354506,1.1573182260854482,0.23241663524884423
4.293848149332354,3.725579909806032,1.4409370696931612,0.18698569456323155
5.732824384460777,3.7373095841129143,2.5573292833367542,0.20969959649927183
4.8871118497567325,3.2271837635615785,0.4663674037041259,0.2595157025436914
5.033764102343962,3.9208382932808297,1.7431300951872566,0.11817793167665275
4.287625906893272,3.0794446811623155,0.5936420644051741,0.40923872756854607
4.727808637737409,3.676057128140081,1.1640340671052831,0.09939826185002981
5.055461294854933,4.157136687742994,1.9444752984836828,0.0785811387212268
4.424503211288848,3.2028391024607936,1.4321400095477312,0.3158110873500068
5.187849009172836,3.3301106811191685,0.8611276110353469,0.27916626939629363
4.699680655040598,3.529895409526292,1.0423481453700159,0.2624119817052155
4.854153125103362,3.34895730376514,1.7397988744673378,0.262834550926428
4.699146693885302,3.03480097068016,1.0348166841414317,0.19877532271530854
5.926139092254469,3.5205688924418084,1.5082292947909874,0.11027456285141685
4.993251387631033,3.1813088858821685,1.4227859199519068,0.20758045581937265
4.47114453552205,3.6420777291905546,1.0741998261970913,0.13228382884878884
5.411272456051594,3.224172729729859,2.471972044662663,0.29751197334177515
4.389578175014488,3.9649803215052617,1.7169595111590055,0.18529426184978615
5.104431797502378,3.2650240122991288,0.38742870667119633,0.11745028032074885
4.0201649380601125,3.403381545138297,1.4932271573847138,0.16786141583470066
4.335906975550785,3.744055165210901,1.069106767615806,0.24129314542756244
5.098430617934562,3.1307407050698135,1.826216667398112,0.14362754471960254
5.369233289997705,3.5682379803812387,1.0037396307836497,0.11777796044335687
5.085684140594985,3.8921428262847284,1.3426317792665503,0.22436872114919124
4.9421758588058795,3.0177550296316316,1.6524936394902285,0.2244966571108723
4.849448152205356,3.555390157559691,1.8328775970850606,0.14930568246288703
4.260739004816286,3.5779648382745273,0.7998517964721118,0.15289616943816772
4.640077895802646,3.734546861533193,1.2327493820795257,0.22320499373576363
4.769680614520106,3.1289147867365754,1.1625273444195219,0.055191565850267604
5.528561113109458,3.103863016074717,1.073335383713144,0.05925362256234448
5.1718091447842305,3.6565824696850693,2.2827271201405486,0.1281555778747564
4.118479922318633,3.589095401969956,1.6024908554804778,0.1786552848288153
5.162041984697398,3.5751478551037628,0.7695580228324773,0.23109075655980046
4.807458859791842,3.6039344628490926,1.858930973527388,0.3475356216949552
4.6615389998470205,3.295992583526453,2.4610780985063165,0.28576596232020196
5.305838144420434,3.569676109148301,1.9162326302755734,0.1840061470036573
5.515499761247975,3.5879217419896046,0.6403150170229932,0.19809837920973114
5.465640059558099,3.28569457459209,1.1578829635668741,0.09974706353621912
4.580391238388681,4.059732353343427,2.033455574593311,0.19814868640076103
4.845393812074393,3.6421498762735363,1.0461652671906094,0.17113413610798617
5.165631715701782,3.1426089508392057,1.621909714073114,0.23227185603380895
5.48777256356118,3.6969660825901487,1.7873170267146683,0.11727690564476771
4.760412881077355,3.2075954989318034,0.9365347642109585,0.25193465142411725
4.907170511668092,3.7361253811227355,1.3702373219691,0.35327389130025777
4.446832512996986,3.847578673702221,-0.22063367003453638,0.18912398515431425
4.401896687959665,3.2537953044944867,0.887806179332855,0.24017117220989415
5.406262911197099,3.7890128387732966,1.2737159243034197,0.26901439917111125
5.678120014285412,3.6238342780809494,0.7761084090175752,0.15987795281141637
4.963994939209833,3.746618047998347,2.2162056519658178,0.22240924818104169
5.501766448946012,4.0690378947961845,0.6849293110196836,0.2012592400781795
5.180818012523817,3.426383565199139,1.179977756651508,0.20976760985488319
4.677440122697438,3.2738791506927534,1.4653702886430455,0.12269902161445335
5.1806978027542065,3.233145671112343,2.120636644533058,0.20245101742589428
5.769018283232985,3.2552569145103685,0.6820689244102802,0.249799829124545
4.9820869804450245,3.476869487175769,1.9815818760774797,0.3451143607795042
5.782321827907003,3.602345592444993,1.4051165305097935,0.2959270826085207
3.6901274479551276,3.583007239799006,0.9092456744760244,0.41531824575115567
5.410951252187612,3.748154974710807,1.6310517371316353,0.12326524371119506
5.043523534119085,3.503900567563372,1.499529847786735,0.2872320636720678
4.850496324767066,3.9360602231471953,1.0998915614206026,0.21833420057383518
5.045880388267751,3.4206029500286133,1.4349010424950093,0.4189802933217672
4.006215542699554,4.316050749976886,1.20734320156912,0.11917017146448486
4.890164056081244,3.6877002043295017,1.4567586726256239,0.1160278157819224
5.178556285755874,3.2428527330751153,1.7310653372605231,0.1400607354555978
5.738947022370758,3.178732250581666,2.193008408072676,-0.012389572430980683
4.740864890863176,3.6447417245729556,0.7810922505865754,0.1474244978319239
4.595753198553406,3.432961164402245,2.4665166873281335,0.1240867338446302
4.749121478207732,3.7142001482276275,0.42395610023874897,0.21503937864762077
5.457701058851037,3.6419712873720633,1.3241074524822083,0.23417559757771594
5.164375554829842,3.478151326202938,1.6941586032422882,0.38761708392158867
4.735119898116481,3.2459618845794784,1.5404959338675162,0.29504238381860504
5.256633716556678,3.0455458325942404,1.0886502400897031,0.1423096344337597
5.04853877467402,3.3660455143798935,1.2959388748213623,0.11015853286516421
5.484322495266444,3.756919638297042,1.1534995326705835,0.2491919171506506
4.648973453061323,3.564228123239061,1.1053176215278941,0.0679766792979358
4.836168926701116,3.1262783663864036,1.8248010485105122,0.3831458765854354
4.803945923433921,3.5519542777553545,1.5785077429825236,0.31794401207212875
4.268242525933941,3.615595213918651,1.0535452023696728,0.15308243478952954
5.148060138532288,3.23484276913966,1.8497999377166252,0.028686547090912257
5.130527636089945,3.546117531783658,1.5536497604383046,0.3353872374165413
5.00255672832123,3.5174626155338,1.80643105941948,0.18854601547473823
4.882706433312427,3.157108910650813,1.714814420961806,0.3237816311973462
